surname;count
MRZYGŁOCKA;138
MULYK;138
MUS;138
NEDASHKIVSKA;138
NIEWIDOK;138
NOŻYKOWSKA;138
OCHENDUSZKO;138
ORZIŃSKA;138
OSMĘDA;138
PADALKA;138
PADOWSKA;138
PASTERAK;138
PASYMOWSKA;138
PERCHEL;138
PRZYBOJEWSKA;138
PRZYBYTKOWSKA;138
RADZIWIŁŁ;138
RAPP;138
RASIEWICZ;138
ROGOZINSKA;138
ROSZCZYŃSKA;138
RUSINA;138
RUŚ;138
SALNIKOVA;138
SKUPIEWSKA;138
SKYDAN;138
SMĘDA;138
SMOLICZ;138
SMUŻYŃSKA;138
SPAS;138
STĘŻOWSKA;138
STROCZYŃSKA;138
STRZEMPEK;138
SYGIET;138
SZKLINIARZ;138
SZTAFIŃSKA;138
SZUMAL;138
SZYMERSKA;138
TATOJ;138
TROCHANOWSKA;138
TURCHENKO;138
URBACKA;138
URYĆ;138
VASIUK;138
VITAN;138
WAŁĘSKA;138
WICHERSKA;138
WINGERT;138
ZEMBOL;138
ZIEMIECKA;138
BAJURSKI;138
BANIOWSKI;138
BARBAREWICZ;138
BARTMAŃSKI;138
BEDUS;138
BEIER;138
BESSER;138
BIESOK;138
BREJDAK;138
BZIUKIEWICZ;138
CAREWICZ;138
CIARACH;138
CICHOWLAZ;138
CIENIEK;138
CISIŃSKI;138
CISZEWICZ;138
COJOCARI;138
CYZA;138
CZOPKO;138
DAŃSKI;138
DEPTAŁA;138
DOBERSTEIN;138
DOBRYNIEWSKI;138
DORACZYŃSKI;138
DREJKA;138
DRZAŻDŻYŃSKI;138
DZIATKOWSKI;138
FLEJTER;138
FLORCZYŃSKI;138
GACHEWICZ;138
GAJUR;138
GENEJA;138
GIERLASIŃSKI;138
GLIJER;138
GOCAL;138
GOŹDZIEJEWSKI;138
GRAMALA;138
GRANECKI;138
GRASELA;138
GRENDYSA;138
GRZĄDZIELSKI;138
GUZIEC;138
HADYŃSKI;138
HOJDYS;138
HOMZA;138
JANACZEK;138
JEONG;138
JĘDRASZKO;138
KATLEWSKI;138
KENDZIERSKI;138
KIAŁKA;138
KLAUSE;138
KORZAŃSKI;138
KOSYCARZ;138
KRZEPTOWSKI;138
KUDINOV;138
KUFLEWSKI;138
KUMOCH;138
KURYJ;138
KYSLYI;138
LEŻUCH;138
LOZOVSKYI;138
ŁAZAJ;138
ŁOŚKO;138
ŁYSZYK;138
MAJKUSIAK;138
MARIANKOWSKI;138
MENDELOWSKI;138
MENTEK;138
MIDAK;138
MIECHOWIECKI;138
MOKRZECKI;138
MUSZTYFAGA;138
NATOŃSKI;138
NIEKŁAŃ;138
NIEWIEJSKI;138
NIEŻURAWSKI;138
OGŁODZIŃSKI;138
OPAROWSKI;138
PACHLIŃSKI;138
PATYCKI;138
PAWŁOW;138
POKRZYWNIAK;138
POMPKA;138
PONTUS;138
POWIETRZYŃSKI;138
PRONDZINSKI;138
PRUDLIK;138
RĘBAS;138
RUSAKIEWICZ;138
SAJEK;138
SAMBOROWSKI;138
SAMPOLSKI;138
SAZONOV;138
SEVERYN;138
SKOTOWSKI;138
SMOLCZEWSKI;138
STERCZYŃSKI;138
STRASZKIEWICZ;138
SZCZYPIOROWSKI;138
SZÓSTAKOWSKI;138
SZTAFIŃSKI;138
ŚWIĘTALSKI;138
TERMENA;138
TOFEL;138
TOMCZOK;138
URYCKI;138
USOWSKI;138
WASILA;138
WCIŚLAK;138
WENDOŁOWSKI;138
WĘDROWSKI;138
WIERZYŃSKI;138
WOHLERT;138
WOLMAN;138
ZAGAJ;138
ŻERDKA;138
AMROGOWICZ;137
ARONOWSKA;137
ARTWIK;137
BACHMATIUK;137
BANAS;137
BLASZYŃSKA;137
BODECKA;137
BOGDALSKA;137
BUKAT;137
CIEPIENIAK;137
DOVBNIA;137
DRABIKOWSKA;137
DRECHSLER;137
DUDYCH;137
FEDORETS;137
FLICIŃSKA;137
GEPERT;137
GIEŁŻECKA;137
GUDERSKA;137
HABERA;137
HYBA;137
JAGODZKA;137
JURGOWIAK;137
KALINCHUK;137
KAMAĆ;137
KAMELSKA;137
KANIOS;137
KASZCZYŃSKA;137
KITTEL;137
KLABISZ;137
KMET;137
KOBLA;137
KOLODZIEJ;137
KOPCIOWSKA;137
KORZEŃSKA;137
KRĘCKA;137
KUKHARENKO;137
KULHAWIK;137
LEŻYŃSKA;137
LINNIK;137
LUBACZ;137
ŁASTOWIECKA;137
MALAJKA;137
NIEDZIELKO;137
NOWOSIELECKA;137
ONOFRIICHUK;137
OPAR;137
ORDYNIEC;137
ORLENKO;137
PEEK;137
PEROŃSKA;137
PILSKA;137
POLEJOWSKA;137
POPĘDA;137
PYT;137
REMBARZ;137
ROZENTALSKA;137
ROZWARSKA;137
RUJNER;137
RYZHUK;137
SAJUR;137
SAKIEWICZ;137
SEGDA;137
SEREDNICKA;137
SETNIK;137
SHKURKO;137
SIUDMAK;137
SMACZYŃSKA;137
SONGIN;137
SPÓLNICKA;137
STANISŁAWOWSKA;137
STROMCZYŃSKA;137
STRZELAK;137
SULGOSTOWSKA;137
SURMAJ;137
SYDOW;137
SYKTUS;137
SZCZEPONEK;137
SZUMA;137
SZWAROCKA;137
ŚRÓDECKA;137
TRUSKOLAWSKA;137
TRUTA;137
TUROSTOWSKA;137
TYNOR;137
TYPAŃSKA;137
WACHECKA;137
WAHL;137
WALORSKA;137
WOJCIUL;137
WRYK;137
WYSZKA;137
ZYKOVA;137
AKBAROV;137
ATRAS;137
AZIZ;137
BACHMURA;137
BAŁACHOWSKI;137
BAŁTOWSKI;137
BAŃBURSKI;137
BARDOŃSKI;137
BISZ;137
BŁĘDZKI;137
BRONECKI;137
BROWARNY;137
BRUNIECKI;137
BRZOST;137
BUBIK;137
BUDNIEWSKI;137
BUDZIASZEK;137
BURDECKI;137
BUSZYŃSKI;137
BUZIAK;137
CAŁCZYŃSKI;137
CHODUP;137
CIOMEK;137
CYMBALUK;137
CZAPIK;137
CZWOJDZIŃSKI;137
DERDZIKOWSKI;137
DOLIBÓG;137
DOMANUS;137
DUNIN;137
DZIUBAŃSKI;137
FALAK;137
FLĄDRO;137
FLORKO;137
FOK;137
FOŁDA;137
FRASIK;137
FUKOWSKI;137
GALAROWICZ;137
GAUDY;137
GIELETA;137
GOCKI;137
GOLKA;137
GRUSZA;137
HERBASZ;137
JAGIELAK;137
JOPP;137
JÓZAK;137
KARASEWICZ;137
KASIOREK;137
KAVALEVICH;137
KIELISZKOWSKI;137
KLAŚ;137
KOCZNUR;137
KOKSANOWICZ;137
KONICZEK;137
KRĘCICKI;137
KROCHMALSKI;137
KUNIEC;137
LEZNER;137
LIGOWSKI;137
ŁACHMAŃSKI;137
MACHAŁ;137
MACZUGOWSKI;137
MALUDZIŃSKI;137
MIEZIO;137
NOWAŃSKI;137
NOZDERKA;137
OMYLAK;137
PEPŁOŃSKI;137
PIASK;137
PIETRANIS;137
POGORZELCZYK;137
PRZEGENDZA;137
PRZYCHODNI;137
PRZYMĘCKI;137
PUSZAKOWSKI;137
PYSMENNYI;137
RODZAJ;137
RODZIŃSKI;137
ROTMAN;137
ROŻAK;137
SAGANEK;137
SASKOWSKI;137
SERWACZAK;137
SIANKO;137
SIERKO;137
SKRĘTKOWSKI;137
SPOCZYŃSKI;137
STAWORZYŃSKI;137
STOMSKI;137
STOPIAK;137
SUCHWAŁKO;137
SZPOJDA;137
SZUBRA;137
ŚLEPKO;137
TERNOVYI;137
TYMRAKIEWICZ;137
VILCHYNSKYI;137
WIELOCHOWSKI;137
WILEMSKI;137
WLEKLAK;137
YANOVSKYI;137
ZDYBEK;137
ZULEWSKI;137
ANOKHINA;136
ANTOCHÓW;136
BABIARSKA;136
BACZMAŃSKA;136
BAIDA;136
BALISZEWSKA;136
BAŁTOWSKA;136
BAMBER;136
BARDOŃSKA;136
BECHER;136
BETKOWSKA;136
BIAŁOSTOCKA;136
BIELOUSOVA;136
BŁANEK;136
BOSKA;136
BRYCHKA;136
BURDECKA;136
BUSZA;136
CHAT;136
DAJCZER;136
DEUTSCH;136
DMITROCA;136
DMITROWSKA;136
DOVBYSH;136
DRUCH;136
DYNDAŁ;136
DYNYSIUK;136
EDER;136
FRANKOWIAK;136
FRYZE;136
GACPARSKA;136
GĄGOLEWSKA;136
GĄSTOŁ;136
GODZIEWSKA;136
HALAN;136
HAŃSKA;136
HARAZIŃSKA;136
HAREMSKA;136
HARKAVENKO;136
HEKSEL;136
HOŁOWATA;136
HORNUNG;136
HUMEN;136
HUMMEL;136
JADZIŃSKA;136
KIRIIENKO;136
KIRSZENSTEIN;136
KIS;136
KNET;136
KRAWĘTKOWSKA;136
KRYSMANN;136
KRZYŚKA;136
KUCHARYK;136
KWILIŃSKA;136
LAKOTA;136
LAKTIONOVA;136
LEBOWSKA;136
ŁUCKOŚ;136
MACHNACZ;136
MAGDALIŃSKA;136
MAKSIMOVA;136
MARTYNCHUK;136
MASOŃ;136
MESHCHERIAKOVA;136
MIASTOWSKA;136
MIĘDZYBRODZKA;136
MIĘTKOWSKA;136
MOKRZANOWSKA;136
MROCHEŃ;136
NEBELSKA;136
NELKOWSKA;136
NIEŚMIAŁEK;136
OPOŃ;136
OSIKOWICZ;136
PASSON;136
PLAKHOTNIUK;136
POLONSKA;136
POZAŃSKA;136
PROTSIV;136
RAJECKA;136
ROSENBERG;136
RUDKOVSKA;136
SAMBOROWSKA;136
SAPIKOWSKA;136
SELERSKA;136
SHATALOVA;136
SIDENKO;136
SIDOROWSKA;136
SKAŁBA;136
SMĘDER;136
STRĄCZEWSKA;136
STRZĘBAŁA;136
SUKHOVA;136
SZCZUCIŃSKA;136
SZKALSKA;136
SZRAJER;136
SZUST;136
SZYMENDERSKA;136
ŚWIECHOWICZ;136
TOM;136
TUDYKA;136
USOWSKA;136
WALISZEK;136
WIERZELEWSKA;136
WILKOWIECKA;136
WYGONOWSKA;136
YAROVENKO;136
ZDRZAŁKA;136
ZIARNOWSKA;136
ZIELENIEWICZ;136
ZIENOWICZ;136
ZOMER;136
ŹRÓDŁOWSKA;136
ŻELAZNOWSKA;136
BACHURA;136
BAŃCEROWSKI;136
BAŃKO;136
BAZIOR;136
BĘCKI;136
BIESIEKIERSKI;136
BIGOSZEWSKI;136
BORAS;136
BULZAK;136
BUWAJ;136
CALÓW;136
CAPAJA;136
CELIŃSKI-MYSŁAW;136
CHAMIER-GLISZCZYŃSKI;136
CHU;136
CHUDOWOLSKI;136
CISŁOWSKI;136
CZESKI;136
DERDAK;136
DĘDYS;136
DOŁĘGIEWICZ;136
DOROFIEIEV;136
DRUŻDŻ;136
DUBANIK;136
DURTKA;136
DYCHAŁA;136
DYCHUS;136
DZIUBKA;136
DZYR;136
FEDEC;136
FLORYS;136
GAMRACY;136
GIERMAŃSKI;136
GODECKI;136
GOLARZ;136
GOŁYSKI;136
GORALEWSKI;136
GUMIENIK;136
HABUDA;136
HARASYMIUK;136
HAREMSKI;136
HINCKE;136
IHNATIEV;136
JADZIŃSKI;136
JAGODZKI;136
JAKIM;136
JAKIMCZYK;136
JAZŁOWIECKI;136
JOKS;136
JULKOWSKI;136
JURDECZKA;136
KALWAJTYS;136
KHUTSISHVILI;136
KONDAK;136
KOROTKIEWICZ;136
KORŻYŃSKI;136
KOWALCZYKIEWICZ;136
KREDENS;136
KRUBA;136
KRUSZAK;136
KUKIELSKI;136
KUPNICKI;136
LABY;136
LACHCIK;136
LEPCZAK;136
LICZBERSKI;136
MADZIARA;136
MAKARCZUK;136
MALINGER;136
MĄKOL;136
MELEWSKI;136
MENDYGRAŁ;136
MIERSKI;136
MOTYCKI;136
MUSHYNSKYI;136
NAGALSKI;136
NARBUTOWICZ;136
NATURALNY;136
NĘDZYŃSKI;136
OSNOWSKI;136
OSYPOV;136
PEL;136
PERNACH;136
PLEKANIEC;136
PLESIEWICZ;136
PŁODZIK;136
POCZEKAJ;136
PONIŻY;136
PROCKI;136
PRONIEWSKI;136
PRUSIEWICZ;136
PRYŁOWSKI;136
PUDLIS;136
PUGACEWICZ;136
RAUSZ;136
ROJDA;136
ROSZCZYŃSKI;136
ROZENTALSKI;136
ROŻNIAKOWSKI;136
RUŻYCKI;136
RYBOTYCKI;136
SALASA;136
SANIGÓRSKI;136
STĘPCZAK;136
SURMIŃSKI;136
SZTELIGA;136
SZUMIGAŁA;136
SZYMENDERSKI;136
ŚMIELEWSKI;136
TYLMANOWSKI;136
TYNKA;136
ULIDOWSKI;136
URAN;136
USNARSKI;136
WACHECKI;136
WANCERZ;136
WANIOWSKI;136
WASIOŁEK;136
WAWRZECKI;136
WERBOWY;136
WĘGORZEWSKI;136
WYPYSZYŃSKI;136
WYRĄBKIEWICZ;136
ZAWIELAK;136
ZELENIUK;136
ZEMSKI;136
ZYGAROWICZ;136
AKSMAN;135
ANDROSOVA;135
ARTEMCHUK;135
BALIKOWSKA;135
BARABAS;135
BARNAK;135
BERNAL;135
BIERNOT;135
BILAS;135
BOHDANETS;135
BOIARSKA;135
BREJZA;135
BRUZDEWICZ;135
BRYKSA;135
BUCHLA;135
CELIŃSKA-MYSŁAW;135
CHABANIUK;135
CHINIEWICZ;135
CHRZEŚCIJAŃSKA;135
CZYŻYKIEWICZ;135
DAMM;135
DOBBEK;135
DOVHANIUK;135
DREKSLER;135
DREWIENKOWSKA;135
DUBROVA;135
DUKIELSKA;135
DZIWISZEK;135
FERRA;135
FILIPOWIAK;135
FILLA;135
GORĄCZKA;135
GREGA;135
GRUCHEL;135
GRYCHOWSKA;135
GUTKIEWICZ;135
GWOZDOWSKA;135
HEJNE;135
HELICKA;135
JABKOWSKA;135
KALENSKA;135
KALYNIUK;135
KAPELAŃSKA;135
KATKOWSKA;135
KIERUZAL;135
KISZA;135
KORNILOVA;135
KOSIELSKA;135
KRYVOSHEI;135
KUKURENDA;135
KWIDZINSKA;135
LICHODZIEJEWSKA;135
ŁADYGA;135
MAIOROVA;135
MENDE;135
MĘCZKOWSKA;135
MIKOŁAJUN;135
NAWRATH;135
NIEMASZYK;135
NOWORZYN;135
OBECNA;135
OSTÓJ;135
OVCHYNNIKOVA;135
PABIANEK;135
PACZEWSKA;135
PAŁCZAK;135
PARAS;135
PIĘCEK;135
PLUSZCZYK;135
PORTAS;135
POWIETRZYŃSKA;135
PYROHOVA;135
PYSZNIK;135
RECZKA;135
REICHELT;135
REKSA;135
REUTER;135
RODINA;135
ROLNICKA;135
RYMARCHUK;135
RYRYCH;135
RYTER;135
SAWULSKA;135
SEKIETA;135
SHTEPA;135
SICHKAR;135
SIEDLARSKA;135
SKOTNIK;135
SKÓRNIEWSKA;135
SKUT;135
SLIUSARCHUK;135
STERCZYŃSKA;135
STEWART;135
STRAŚ;135
STYRC;135
SURUŁO;135
SZOJA;135
SZUMIEL;135
TENDAJ;135
TYBLEWSKA;135
TYRKIEL;135
USIŃSKA;135
USTINOVA;135
WALBURG;135
WARCZACHOWSKA;135
WĄSIKIEWICZ;135
WĘGLERSKA;135
WRONIKOWSKA;135
WYSTĘPEK;135
YANCHENKO;135
YURCHYSHYN;135
ZAWLIK;135
ZIENKOWICZ;135
ZULEWSKA;135
ZUZAŃSKA;135
ŻELAŹNICKA;135
ACHARYA;135
ANSARI;135
ARAMOWICZ;135
ASHUROV;135
BARNIK;135
BĄCZAK;135
BOBUSIA;135
BRONA;135
BURKOWICZ;135
CAPIK;135
CEBERNIK;135
CHLEBOŚ;135
CYMBALAK;135
CZECHOLIŃSKI;135
DINH;135
DOROSŁAWSKI;135
FOTA;135
GEMBKA;135
GIBES;135
GIRTLER;135
GŁOŚNY;135
GOSTEK;135
GREGIER;135
GREINERT;135
GUĆ;135
GWARDZIK;135
HAJDYŁA;135
HALERZ;135
HĘCIAK;135
HUSSEIN;135
IGNYŚ;135
KĘPAS;135
KIETLA;135
KLESZOWSKI;135
KOBLAŃSKI;135
KOÇ;135
KOCIMA;135
KOLNY;135
KOŁBUK;135
KRĘCKI;135
KUŹLAK;135
LAPKO;135
LEPER;135
LIASHCHUK;135
LICHODZIEJEWSKI;135
LUZAROWSKI;135
ŁAZORKO;135
MATAJ;135
MIKŁASZEWSKI;135
MIŁOWICKI;135
NAREJKO;135
NICIA;135
OKSIŃSKI;135
OPARCIK;135
ORZIŃSKI;135
OSMELAK;135
OSTROGÓRSKI;135
PENDZICH;135
PIERZCHANOWSKI;135
PŁAŻEWSKI;135
POMIRSKI;135
PRZYROWSKI;135
PRZYWOJSKI;135
PUDLISZEWSKI;135
PUŁACZEWSKI;135
RADELCZUK;135
RAJECKI;135
RESTEL;135
RUMOCKI;135
SACZYŃSKI;135
SASUŁA;135
SELERSKI;135
SHAIKH;135
SILNY;135
SITCHINAVA;135
SKUPSKI;135
SKURTYS;135
STAROŃSKI;135
SULEYMANOV;135
SUŚNIAK;135
SYSOIEV;135
SZACIŁŁO;135
SZAJERSKI;135
SZAJSTEK;135
SZCZYCIŃSKI;135
SZUPLEWSKI;135
SZWAL;135
TALER;135
TANG;135
TSETSKHLADZE;135
UKLEJEWSKI;135
WIERZELEWSKI;135
WOLSZLEGIER;135
WOŁOSZYNEK;135
WOZOWICZ;135
WRZASZCZ;135
ZASTAWNIK;135
ZASUWIK;135
ZIĘTY;135
ŻEBRO;135
ŻOŁĄDKOWSKI;135
ANGERMAN;134
BAKLARZ;134
BARANCEWICZ;134
BARYŁO;134
BĄCALSKA;134
BECHCIŃSKA;134
BŁĄDZIŃSKA;134
BORONOWSKA;134
BROMBEREK;134
BUNDA;134
CHARUK;134
CHLEBIŃSKA;134
CIELESZ;134
CZECHOROWSKA;134
CZYŻYŃSKA;134
DEHTIAR;134
DROBIEC;134
DZIEDZIUL;134
FELA;134
GAWINOWSKA;134
GILICKA;134
GOCKA;134
GORYCZKO;134
GRECZEK;134
GRIMM;134
HAMULSKA;134
HVOZDETSKA;134
JABŁKO;134
JABORSKA;134
KAMIZELA;134
KOCIELA;134
KORYCIORZ;134
KRYVOSHEIEVA;134
KUZIEMKOWSKA;134
LAWRENZ;134
LEITGEBER;134
LEKH;134
LENKOWSKA;134
LESKO;134
LEVKO;134
LIASHCHENKO;134
LICZBERSKA;134
LOPATINA;134
MACIUBA;134
MAGUSIAK;134
MAJKO;134
MALISIEWICZ;134
MANEK;134
MANIOS;134
MARIANKOWSKA;134
MARINOVA;134
MARTINI;134
MAZGAJSKA;134
MERYK;134
MOSKALETS;134
MYKHALCHENKO;134
MYSZCZYSZYN;134
NIESYT;134
OCHELSKA;134
OKONKOWSKA;134
OLOBRY;134
OSKIERKO;134
OSZCZAPIŃSKA;134
PAJCHROWSKA;134
PARAFIANOWICZ;134
PATERA;134
PIETRASZCZYK;134
PODBORĄCZYŃSKA;134
POGOŃSKA;134
PRASZKIEWICZ;134
REMBEK;134
RIABA;134
ROĆKO;134
ROZPŁOCHOWSKA;134
RUDNYK;134
SAPKOWSKA;134
SEBESTA;134
SHKLIAR;134
SIEDLEC;134
SIWARSKA;134
SLAVINSKA;134
SŁABCZYŃSKA;134
SŁAPIŃSKA;134
STACHNIO;134
STARNOWSKA;134
STOCZYŃSKA;134
STRZECHOWSKA;134
STUSEK;134
SUCHOŃSKA;134
SWORA;134
SZATANIAK;134
SZCZAKOWSKA;134
SZUMIERZ;134
SZWABOWSKA;134
SZYBOWICZ;134
SZYNDLAR;134
TOBIAŃSKA;134
WAJLER;134
WANATOWICZ;134
WAWRZYNIECKA;134
WINDORPSKA;134
WŁODYGA;134
WYPARŁO;134
ZAWISZ;134
ZAWOLSKA;134
ZGLEJSZEWSKA;134
ZIĄBER;134
ZONENBERG;134
AFONIN;134
ARONOWSKI;134
ART;134
BABAEV;134
BARABAŚ;134
BARANIEC;134
BASZCZOK;134
BISKUPIAK;134
BOJAN;134
BYDŁOWSKI;134
CAJLER;134
CHARNIAUSKI;134
CHENG;134
CHOŁOTA;134
CHOMEJ;134
CHOWDHURY;134
CHUDZIA;134
DECEWICZ;134
DIASAMIDZE;134
DMITROWSKI;134
DROŃSKI;134
DRZAŻDŻEWSKI;134
DUMIŃSKI;134
FLISIUK;134
FRANELAK;134
GADEK;134
GIERZ;134
GODALA;134
GOWARZEWSKI;134
GRATA;134
GRZĄŚKO;134
GUDZOWSKI;134
HABZA;134
HAŁDAŚ;134
HELWING;134
HONG;134
HRYŃCZUK;134
HUDZIEC;134
HUNIA;134
KANIASTY;134
KIEŁBIŃSKI;134
KLUZIŃSKI;134
KOLAWA;134
KOLODIAZHNYI;134
KOZIOŁKIEWICZ;134
KRAUTWURST;134
KRZEPICKI;134
ŁABUĆ;134
ŁOMOTOWSKI;134
MAJTKA;134
MAKSAJDA;134
MAMEŁKA;134
MIDUCH;134
MIERNIKIEWICZ;134
MINIAK;134
MONCZAK;134
NELEC;134
OKONKOWSKI;134
OLASIK;134
ORCIUCH;134
PAPOU;134
PASZCZAK;134
PĘTKOWSKI;134
PIKAŁA;134
PIPUTA;134
PLASKACZ;134
PODEJMA;134
POZNAR;134
PRUSZCZYK;134
PRZYBYTNIAK;134
PRZYGUCKI;134
RACHELSKI;134
RAMANOVICH;134
RASZCZUK;134
ROBIŃSKI;134
ROCHEWICZ;134
ROSOSIŃSKI;134
RZADKOWOLSKI;134
ŞAH?N;134
SAWULSKI;134
SIEMASZ;134
SIEMCZUK;134
SIKORRA;134
SKIBISZEWSKI;134
SKŁUCKI;134
SKOLARCZYK;134
SKROBAS;134
SMAKA;134
STOPIKOWSKI;134
STOYANOV;134
SUSKIEWICZ;134
SWENDROWSKI;134
SZAFERT;134
SZESTOWICKI;134
SZTEJKA;134
SZTRAMSKI;134
SZWACZYK;134
ŚWIERNIAK;134
TĘPIŃSKI;134
TRAFIDŁO;134
TURCAN;134
TYRCZ;134
ULIANOV;134
USMONOV;134
WOŁOSIAK;134
WOŁPIUK;134
WORSZTYNOWICZ;134
ZAGUMNY;134
ZIARNOWSKI;134
ZIĘBAKOWSKI;134
ZIMIN;134
ZWIERCAN;134
ZYDLEWSKI;134
ABRAHAMOWICZ;133
ALOSHYNA;133
BAĆMAGA;133
BAHNIUK;133
BANDUŁA;133
BIEGANEK;133
BIZIUK;133
BOHOMAZ;133
BORZYKOWSKA;133
BUŻ;133
CHOŁDA;133
CIERLICKA;133
CMIEL;133
DŁUGIEWICZ;133
DROBISZEWSKA;133
DRONKA;133
DRUBKOWSKA;133
DUMANA;133
FLORIANOWICZ;133
FOLTAK;133
FOLTYS;133
FREJNIK;133
GALBAS;133
GIELNIOWSKA;133
GIERMAKOWSKA;133
GOLATOWSKA;133
GUDZOWSKA;133
GUŹLIŃSKA;133
HABERSKA;133
HELM;133
HNIDA;133
HOLEK;133
HOŁOWIECKA;133
HUDOMIĘT;133
HUMSKA;133
ILIEVA;133
IMAŃSKA;133
JAGIELNICKA;133
JAMROCHA;133
KALINOVSKA;133
KECZMERSKA;133
KHOROLSKA;133
KIERDELEWICZ;133
KLESZOWSKA;133
KOCIAŁKOWSKA;133
KOPCIEWICZ;133
KORZAŃSKA;133
KOWEJSZA;133
KRYVOSHEIA;133
KRZYKALSKA;133
KRZYWA;133
KWIECIAK;133
LAHUTA;133
LAKS;133
LAPTIEVA;133
LENIARSKA;133
LEWOSIŃSKA;133
ŁUPIEŻOWIEC;133
MACHIŃSKA;133
MAICHER;133
MALISZKIEWICZ;133
MANDRYKA;133
MANIARA;133
MARAJ;133
MAROZAVA;133
MIKŁASZEWSKA;133
MIŁOWICKA;133
MROCHEN;133
MYKHAILICHENKO;133
NĘDZKA;133
NYKS;133
OSTROGÓRSKA;133
PARAT;133
PASLAVSKA;133
PATYCKA;133
PEŁECHATA;133
PEREVERZIEVA;133
PERŻYŁO;133
PIELOT;133
POLATOWSKA;133
PRZYKAZA;133
REJCH;133
ROZKRUT;133
RUDNIEVA;133
RYCZYWOLSKA;133
RZEŹNIKOWSKA;133
SADAJ;133
SALETA;133
SEJUD;133
SHEKHOVTSOVA;133
SHESTAK;133
SHUTKO;133
STYCZYRZ;133
SUPRANOWICZ;133
SURMIŃSKA;133
SZABELA;133
SZNAJDROWSKA;133
SZWANKE;133
TASAREK;133
TELMA;133
TESARSKA;133
TOMPALSKA;133
TRZCIELIŃSKA;133
TYSZEWSKA;133
UNISZEWSKA;133
WCZEŚNIAK;133
WIELOSZ;133
YASTREMSKA;133
ZAŁOMSKA;133
AFTANAS;133
BEDNARZAK;133
BEJMERT;133
BERGANDY;133
BIAŁOSTOCKI;133
BLINKIEWICZ;133
BODUS;133
BUDACZ;133
BYSTRZANOWSKI;133
CHOŁODOWSKI;133
CIECIOROWSKI;133
CIERLICKI;133
CIORGA;133
CIUCIAS;133
CYBIŃSKI;133
CZESTKOWSKI;133
CZYKIER;133
DAHM;133
DAWIDKO;133
DOMANIEWSKI;133
DOMONIK;133
DORYŃ;133
DRABIKOWSKI;133
DRABKOWSKI;133
DRECZKOWSKI;133
DYKO;133
FILIMON;133
FOLUSZ;133
FREJOWSKI;133
GACPARSKI;133
GIELNIOWSKI;133
GIEŁZAK;133
GŁOSEK;133
GŁYDA;133
GOŁEMBOWSKI;133
GORDZIEJEWSKI;133
GRADOMSKI;133
GRASZEK;133
HAJDACKI;133
HAJIYEV;133
HERTIG;133
HŁYWA;133
HOŁUBEK;133
JAKUBASZ;133
JURKA;133
KANOZA;133
KARPICKI;133
KEMSKI;133
KIEŻEL;133
KOBLAK;133
KORDAL;133
KORNIEIEV;133
KRAWCÓW;133
KRUŻEWSKI;133
KUMA;133
LEJKO;133
LENIARSKI;133
LEŚNOWOLSKI;133
LICHTAŃSKI;133
LIGOROWSKI;133
ŁODKOWSKI;133
MAIEVSKYI;133
MALOWANY;133
MAŁOPOLSKI;133
MILESZKO;133
MIŁUCH;133
MISZKOWSKI;133
MORGIEL;133
MURAK;133
NAHAJOWSKI;133
NESTOR;133
OKROY;133
OŁDZIEJ;133
OTOMAŃSKI;133
PENA;133
PĘKOSZ;133
PITLOK;133
PLICHA;133
PLUTKA;133
POŻARYCKI;133
PRUCZKOWSKI;133
PSZON;133
PUFAL;133
RAJABOV;133
RATOŃ;133
REJKOWICZ;133
ROZNERSKI;133
RÓŻYK;133
RUBIŃSKI;133
RZĄDCA;133
SENDERECKI;133
SIERAJ;133
SKATUŁA;133
SKUBEK;133
SKUDLARSKI;133
SŁĄBA;133
SPROCH;133
STASIACZEK;133
SZARF;133
SZENIAWSKI;133
SZKLANY;133
SZNURKOWSKI;133
SZRAMKE;133
SZUBSTARSKI;133
SZYWALSKI;133
ŚWIĘDRYCH;133
TARANTA;133
TATARATA;133
TRZCIELIŃSKI;133
TURLEWICZ;133
TYSIĄC;133
WAWRZECZKO;133
WIJA;133
WILARY;133
WODZISZ;133
WOJTURSKI;133
WOŁKOW;133
WYBRAŃCZYK;133
ZABŁOTNI;133
ZAKREVSKYI;133
ZGAJEWSKI;133
ZUCH;133
ŹDZIEBŁO;133
BALYTSKA;132
BAŃBURSKA;132
BEKIESZ;132
BLEWĄSKA;132
BRAZHNYK;132
BRYŁKOWSKA;132
BYSTRZANOWSKA;132
CHODOROWICZ;132
CYPERSKA;132
CYZ;132
DRYŃKOWSKA;132
DWORACKA;132
DWORNIAK;132
DYLUS;132
FERCHO;132
FLEJTERSKA;132
FLIEGEL;132
GIESA;132
GLUCH;132
HADYNIAK;132
HAFTKA;132
HAJDUS;132
HASA;132
HOSPOD;132
HUTNYK;132
ISAEVA;132
JÄGER;132
KABANOVA;132
KAJ;132
KAMCZYK;132
KAPŁOŃSKA;132
KAPRZYK;132
KAZANTSEVA;132
KELLNER;132
KĘDRAK;132
KLECZ;132
KNESZ;132
KNIAZIUK;132
KNOL;132
KOLENKIEWICZ;132
KONARCZAK;132
KORZENIEWICZ;132
KOSTUN;132
KROCHMALSKA;132
KRZEMIONKA;132
KRZYZIŃSKA;132
KUCIK;132
