surname;count
ŚLEDZIEWSKI;964
WITAK;964
ARNDT;963
DOMINICZAK;963
KAŁUSKA;963
KUDLIŃSKA;963
NAKONECHNA;963
POPIS;963
SIMON;963
TOKAR;963
BARTOŃ;963
BARTOSZUK;963
SOĆKO;963
ANISZEWSKA;962
HOJKA;962
MACIĄŻEK;962
KORYCIŃSKA;961
MAJCZAK;961
BUTRYN;961
ŁAPKA;961
PAWIŃSKI;961
NIZIŃSKA;960
BOŻYK;960
KRZESZOWSKI;960
POTĘPA;960
SMĘTEK;960
WALCZEWSKI;960
WODNICKI;960
CHWIAŁKOWSKA;959
KADŁUBOWSKA;959
KALUS;959
BRONISZ;959
FEDOROV;959
DOROSHENKO;958
GOLUCH;958
JARUGA;958
JARZYNKA;958
TOMASIEWICZ;958
ADLER;957
GLINIECKA;957
GROT;957
KUBASIK;957
WOJTASIAK;957
HYŻY;956
UCIŃSKI;956
KAŁUZIŃSKA;955
PONIKOWSKA;955
POPRAWSKA;955
ARCHACKI;955
KIESZKOWSKI;955
MIZIOŁEK;955
PARKITNY;955
GUMOWSKA;954
KUCZA;954
KUZNETSOVA;954
YATSENKO;954
ZIARKOWSKA;954
KARBOWNICZEK;954
LATAWIEC;954
MOŃKA;954
PERZYNA;954
ZACHARIASZ;954
BAJKOWSKA;953
DENYSENKO;953
FABIAŃSKA;953
SMULSKA;953
WOJNAROWICZ;953
AHMED;953
CIESZKOWSKI;953
KWAK;953
NIZIŃSKI;953
STASIOWSKI;953
PROKOPENKO;952
SANOCKA;952
HILDEBRANDT;952
ŁUBIŃSKI;952
ONISZCZUK;952
PRUCNAL;952
UCHMAN;952
WORONOWICZ;952
CIESZKOWSKA;951
IGIELSKA;951
TEODORCZYK;951
FLUDER;951
GODULA;951
KUNIKOWSKI;951
ŁEPKOWSKI;951
SIERZPUTOWSKI;951
TYLKOWSKI;951
WINIAREK;951
KRYGER;950
LASECKA;950
VOZNIUK;950
BRYCHCY;950
KOPANIA;950
KOZANECKA;949
WANDZEL;949
KORNAS;949
ROLNIK;949
SŁODKOWSKI;949
PASICHNYK;948
SAMBOR;948
SZUMIŃSKI;948
ŚLEZIAK;948
LEŚNA;947
MAKSYMENKO;947
DZIURZYŃSKI;947
KAPUŚNIAK;947
KAZNOWSKI;947
BIELAS;946
PAŁUBICKA;946
PIEKUTOWSKA;946
POŁCZYŃSKA;946
SHPAK;946
CIEĆWIERZ;946
GŁADKI;946
ŁOWICKI;946
POLOWCZYK;946
SUMARA;946
SZUMNY;946
GORYL;945
SUSZYŃSKI;945
BŁĘDOWSKA;944
KORECKA;944
KOŚCIAŃSKA;944
SZOLC;944
KRYSZAK;944
BAJERSKA;943
BORZYSZKOWSKA;943
SIEROCKA;943
WALCZEWSKA;943
FREJ;943
KMIOTEK;943
NICZYPORUK;943
RDZANEK;943
DOBIJA;942
ZMUDA;942
DANIELCZYK;942
FAJFER;942
KRZYWDZIŃSKI;942
MOCZYDŁOWSKI;942
SUSZYŃSKA;941
GDANIEC;941
IGNASZAK;941
TOMKOWIAK;941
ZAORSKI;941
CIECHOMSKA;940
OPOKA;940
SĘDŁAK;940
TRZNADEL;940
VASYLIEV;940
GOGOLEWSKA;939
BETLEJ;939
CHLEBEK;939
KAŁA;939
STRASZEWSKI;939
WŁODAREK;939
ZADROGA;939
KRZESZOWSKA;938
SKORUPIŃSKA;938
SMYKOWSKA;938
FABIAŃSKI;938
HENDZEL;938
ŁOBODZIŃSKI;938
STEMPIEŃ;938
SŁABA;937
IWASZKO;937
PONIKOWSKI;937
SIWIAK;937
TRZEŚNIEWSKI;937
BIELAWA;936
JARCZYŃSKA;936
KUCHERENKO;936
LIPCZYŃSKA;936
CIUPIŃSKI;936
DRELICH;936
KOBOS;936
KUCZ;936
OŁDAKOWSKI;936
GRAF;935
BEKIER;935
CHOMICKI;935
KLIMCZUK;935
PACAK;935
PONICHTERA;935
SMYKOWSKI;935
CHOMICKA;934
DULIŃSKA;934
DWORZYŃSKA;934
KUPIŃSKA;934
WAWROWSKA;934
KRZEMPEK;934
LESZKO;934
MAKAR;934
PASOŃ;934
PIETRASZ;934
SUJKA;934
SUPIŃSKI;934
ZIOBROWSKI;934
KOPCIŃSKA;933
LEŚNIEWICZ;933
RADZKA;933
ŚLEDZIEWSKA;933
GUMOWSKI;933
KAŁKA;933
KUPIŃSKI;933
LATOSIŃSKI;933
TUSIŃSKI;933
DROŻDŻYŃSKA;932
SIERZPUTOWSKA;932
TWORKOWSKA;932
TYLKOWSKA;932
GOGOLEWSKI;932
KOZANECKI;932
SĘDZIAK;932
NOGALSKA;931
SUWALSKA;931
BOROWCZAK;931
DOBRZENIECKI;931
KOSTRUBIEC;931
WĘGLEWSKI;931
WIDZ;931
BERG;930
ŁUBIŃSKA;930
MARTIN;930
PAWLAS;930
PODLEŚNA;930
ROSZYK;930
DZIADKOWIEC;930
KUS;930
MAGNUSZEWSKI;930
PASIECZNY;930
SEREK;930
ZEMAN;930
CENTKOWSKI;929
GROCHULSKI;929
KAWALA;929
KOŚKA;929
ŁOPACIŃSKI;929
HORDIIENKO;928
ABRAMEK;928
DULIŃSKI;928
KOŚCIAŃSKI;928
OLCHAWA;928
ORKISZ;928
PAPROTA;928
WILUSZ;928
NIWIŃSKA;927
ŚWIERKOWSKA;927
SZKOP;927
DROBNY;926
HANDZEL;926
JANIGA;926
SUWALSKI;926
SZPILA;926
WAWROWSKI;926
SHCHERBYNA;925
CIERPIAŁ;925
GASIŃSKI;925
KORNATOWSKI;925
KOTWICKI;925
ZIMOŃ;925
DOBRZENIECKA;924
KŁOPOTOWSKA;924
NAUMENKO;924
PERZYŃSKA;924
DURSKI;924
GURUNG;924
KAMROWSKI;924
KŁOPOTOWSKI;924
PUCEK;924
PURZYCKI;924
CIUPIŃSKA;923
KUSIŃSKA;923
OPOLSKA;923
BIDZIŃSKI;923
CIARKOWSKI;923
MALESZEWSKI;923
POPRAWSKI;923
ZIMNOCH;923
UZNAŃSKA;922
AFTYKA;922
BANIAK;922
CIECHOMSKI;922
CUPER;922
GNAT;922
MACHNIO;922
BIELEWICZ;921
CAŁUS;921
JOKIEL;921
KASPERKIEWICZ;921
NALEPKA;921
WRZOS;921
FEDEROWICZ;920
KUNIKOWSKA;920
LATOSIŃSKA;920
ŁOPACIŃSKA;920
ROMANIK;920
SKWARCZYŃSKA;920
SZPONAR;920
VOROBIOVA;920
WĘGLEWSKA;920
BIŃCZYK;920
DZIDO;920
DZIEDZINA;920
JARCZYŃSKI;920
KUSIŃSKI;920
LIPCZYŃSKI;920
PERZYŃSKI;920
RYŁKO;920
SPŁAWSKI;920
ŚLĘCZKA;920
ŁOBODZIŃSKA;919
NEUMAN;919
OLEWIŃSKA;919
FIGAS;919
MANIECKI;919
SIEKIERA;919
WYCHOWANIEC;919
BONISŁAWSKA;918
KORNATOWSKA;918
MIGDALSKA;918
OSMAŃSKA;918
SHAPOVAL;918
SUPRUN;918
TOPCZEWSKA;918
ŻELICHOWSKA;918
BOLESTA;918
BULIK;918
MATEUSIAK;918
BIDZIŃSKA;917
MIKOSZ;917
PAJDA;917
ROMAŃCZYK;917
SZYMANOWICZ;917
WYDRZYŃSKI;917
CHODAKOWSKA;916
CHACIŃSKI;916
CHODAKOWSKI;916
FRANCUZ;916
KOŁACKI;916
KORBEL;916
KRÓLICKI;916
SKULSKI;916
WALUS;916
SŁODKOWSKA;915
GACKI;915
GAD;915
SMOLARZ;915
KOCHANOWICZ;914
KOŚLA;914
MOŻEJKO;914
SHULHA;914
ZAORSKA;914
CHRZĄSTEK;914
PIELAK;914
ZAWIEJA;914
OŁDAKOWSKA;913
SOLOVIOVA;913
JASZEWSKI;913
KANTORSKI;913
KOZAR;913
LUDWICKI;913
MATELSKI;913
WĘGIEL;913
BORCZYK;912
CZOGAŁA;912
GALIK;912
OSTAPENKO;912
WOJTECKA;912
BALCEROWSKI;912
FILAR;912
KUŹNIEWSKI;912
HOSSAIN;911
JAŁOWIECKI;911
BRATKOWSKA;910
DENYSIUK;910
JASZEWSKA;910
JOACHIMIAK;910
KUBOWICZ;910
MATWIEJCZUK;910
SULIŃSKI;910
TOPCZEWSKI;910
WITA;910
ZADWORNY;910
GODYŃ;909
SKARBEK;909
BONISŁAWSKI;909
KOZIEJ;909
OSMAŃSKI;909
RYKACZEWSKI;909
ANTOŃCZYK;908
BORYSENKO;908
JĘDRYCHOWSKA;908
KORNECKA;908
LUDWICKA;908
ŁEPKOWSKA;908
MAKAROVA;908
MATELSKA;908
MŁODZIANOWSKA;908
STASIOWSKA;908
SZAJNA;908
KROLL;908
KORNIIENKO;907
SMOLEŃSKA;907
ZIOBROWSKA;907
DYMKOWSKI;907
POWIERŻA;907
GONTAREK;906
MITKA;906
TUSIŃSKA;906
GÓRCZAK;906
PIECZYKOLAN;906
SKIERSKI;906
YAVORSKYI;906
ZĘBALA;906
ŻELICHOWSKI;906
DURSKA;905
MICHALEWSKA;905
PAWLICZEK;905
DUBAJ;905
GĄSIEWSKI;905
MEJER;905
PRZYBYCIEŃ;905
RYKAŁA;905
BIELAŃSKA;904
DZIURZYŃSKA;904
KRAŚNICKA;904
SULIŃSKA;904
AUGUŚCIK;904
BANDURSKI;904
HIBNER;904
MIROCHA;904
MITRĘGA;904
PACAN;904
TRUCHAN;904
KOJDER;903
ŁEMPICKA;903
NOVAK;903
TRZEŚNIEWSKA;903
BAŁAZY;903
ŁACIAK;903
MŁODZIANOWSKI;903
SIELICKI;903
ŻELECHOWSKI;903
DOBROVOLSKA;902
MANIECKA;902
SKIERSKA;902
HAŁASA;902
BILETSKA;901
WYDRZYŃSKA;901
HABA;901
PAZIO;901
SZCZESNY;901
TROCKI;901
KONONENKO;900
BIELAŃSKI;900
DZIWISZ;900
HAJDUGA;900
KOZLOV;900
MIGDALSKI;900
MOĆKO;900
PANFIL;900
STRUSKI;900
SZKLARCZYK;900
DOMACHOWSKA;899
GASIŃSKA;899
SUPIŃSKA;899
MAROŃ;899
POCHOPIEŃ;899
STRZAŁA;899
ŚWITEK;899
TEPER;899
WIECHEĆ;899
DUBAS;898
LUTSENKO;898
MARCOL;898
STEPANENKO;898
BOBRYK;898
GAWENDA;898
LUBERDA;898
PYCH;898
SOSZKA;898
WALECKI;898
WITAS;898
ARCHACKA;897
KOVALSKA;897
DRWAL;897
HEJDUK;897
MAJERCZYK;897
OCHAŁ;897
STANIASZEK;897
WOŁCZYK;897
CHARKIEWICZ;896
MACIEJCZAK;896
PIETRYGA;896
SZYBIAK;896
MOROZOV;896
CISZAK;895
DŁUGOKĘCKA;895
ŻELECHOWSKA;895
BINKIEWICZ;895
DŁUGOKĘCKI;895
FUKS;895
JĘDRYCHOWSKI;895
MATUSZYK;895
OZDOBA;895
RUDOWSKI;895
SYLWESTRZAK;895
TLAŁKA;895
BRULIŃSKA;894
HERMANN;894
HAJDA;894
HYJEK;894
LANGA;894
SŁOMIAN;894
BARYLSKA;893
BRONIKOWSKA;893
IRZYK;893
WITOS;893
WOJTAN;893
MAINKA;892
OSADNIK;892
SIERACKA;892
STOCH;892
SZTORC;892
LESZEK;892
MAJDAK;892
SOPATA;892
KRZYWDZIŃSKA;891
KUŹNIEWSKA;891
ŁOWICKA;891
MAGNUSZEWSKA;891
PAJEWSKA;891
UCIŃSKA;891
GOŁUŃSKI;891
GRADZIK;891
MUCHOWSKI;891
PACZUSKI;891
POŻOGA;891
SIEMIANOWSKI;891
KAZNOWSKA;890
GROMALA;890
MASZTALERZ;890
MINDA;890
NIKLAS;890
BANDURSKA;889
FRAŃCZAK;889
STELMASZYK;889
DURDA;889
JĘDRZEJEK;889
PTASZNIK;889
MARCINIUK;888
NOWARA;888
WALECKA;888
DEPCZYŃSKI;888
KUSEK;888
ORCZYKOWSKI;888
CHACIŃSKA;887
DYMKOWSKA;887
GRZECHOWIAK;887
LISIŃSKA;887
PISKOREK;887
SZAŁAŃSKA;887
DREWNOWSKI;887
KAWAŁKO;887
LISIŃSKI;887
SŁAWSKI;887
STERNAL;887
SZURGOT;887
WYSZOMIERSKI;887
DREWNOWSKA;886
GONTARCZYK;886
JACAK;886
SZENDZIELORZ;886
ZAKHAROVA;886
GŁOS;886
GOŁEK;886
KONSEK;886
WIŃSKI;886
LINEK;885
ANUSZKIEWICZ;885
CZARNIAK;885
MYKHAILOV;885
SERWA;885
SMULSKI;885
SZAŁAŃSKI;885
ZŁOTKOWSKI;885
SIELICKA;884
ZDUNIAK;884
ANTAS;884
KAZIMIERCZUK;884
KUZIOŁA;884
ŁAWECKI;884
SIERACKI;884
WASIŃSKI;884
KAMROWSKA;883
PALAMARCHUK;883
SPŁAWSKA;883
SZADY;883
ZŁOTKOWSKA;883
FLISIKOWSKI;883
MASIAK;883
OGRODOWSKI;883
PIKUS;883
DYKA;882
LABUS;882
ZADWORNA;882
CIUPKA;882
FABIŚ;882
HULBÓJ;882
JÓZWIAK;882
LOCH;882
PACUŁA;882
WIELEBA;882
DOMACHOWSKI;881
JURCZUK;881
KONSTANTY;881
MYSZK;881
OLECHNO;881
DĘBKOWSKA;880
KOTWICKA;880
BRONIKOWSKI;880
GROŃ;880
JAKIMIUK;880
POLEWSKI;880
RAŹNY;880
RODZEŃ;880
SKWARCZYŃSKI;880
KRASICKA;879
LAMPARSKA;879
ORCZYKOWSKA;879
DZIOBA;879
HAŁAT;879
JURGIELEWICZ;879
KROCHMAL;879
ŁUC;879
MYSŁEK;879
SZCZODROWSKI;879
WOJTECKI;879
SOKULSKA;878
BRUSKI;878
KIEŁEK;878
KOBYŁKA;878
OKUNIEWSKI;878
PERKA;878
POLEWSKA;877
STANICKA;877
CZAPKA;877
GOCH;877
ŁĄCZNY;877
MANOWSKI;877
PACHOLEC;877
SMOLEŃSKI;877
SMUGA;877
ŚWIECA;877
WACHNIK;877
BRZOSKA;876
KOLISNYK;876
DRĄŻKOWSKI;876
NOREK;876
WIKA;876
GĄSIEWSKA;875
RADKO;875
WOŁOWICZ;875
BŁAUT;875
BUŁAWA;875
DZWONEK;875
IWAŃCZUK;875
KABZIŃSKI;875
KIJAS;875
MIELCARZ;875
NIWIŃSKI;875
RYMARZ;875
ŚMIESZEK;875
JAKIMOWICZ;874
TOMAS;874
GAWĘCKI;874
SAJA;874
CIARKOWSKA;873
DEPCZYŃSKA;873
BUŚKO;873
KOTALA;873
NIKODEM;873
MOCZYDŁOWSKA;872
BOCHNAK;872
CHEŁMIŃSKI;872
GOSŁAWSKI;872
JAMROŻY;872
KĄKOLEWSKI;872
MOCH;872
PALUS;872
SZLĘK;872
UZNAŃSKI;872
SIDORUK;871
GORZKIEWICZ;871
KOPCZYK;871
POCZĄTEK;871
SYCZ;871
WEŁNA;871
FLORKIEWICZ;870
KISIELEWICZ;870
SŁAWSKA;870
CHWAŁA;870
JARMOŁOWICZ;870
KRAJ;870
KUMOREK;870
TARASEK;870
WALASIK;870
GAWĘCKA;869
KRZEWSKA;869
NOWOTARSKA;869
VLASIUK;869
DOBROSIELSKI;869
KRAŚNICKI;869
PIÓREK;869
POLCYN;869
ALI;868
CHACHUŁA;868
KONOPA;868
KRZYSIEK;868
KUSYK;868
ROGOWICZ;868
SADOWY;868
CIEPŁA;867
DOBROSIELSKA;867
GRALEWSKA;867
KORNELUK;867
LASZUK;867
SOBIESIAK;867
DOLATOWSKI;867
ŁYCZKOWSKI;867
SOSIN;867
ZIEMBICKA;866
BRATKOWSKI;866
KOMUDA;866
MICHALEWSKI;866
MIĘTUS;866
OŻAROWSKI;866
DMYTRENKO;865
KANTORSKA;865
PASIECZNA;865
PURZYCKA;865
WIDUCH;865
HINCA;865
SKIBNIEWSKI;865
ANDERS;864
BALCEROWSKA;864
CENTKOWSKA;864
GOJ;864
GOSŁAWSKA;864
LEWANDOWICZ;864
BIEGAJ;864
BONDYRA;864
CHEŁMINIAK;864
KOCHMAN;864
KUNC;864
LEŚKO;864
MODRZYŃSKI;864
BABYCH;863
HERASYMENKO;863
KAFEL;863
KAŹMIERCZYK;863
KOPYCIŃSKI;863
LENIK;863
MAKARUK;863
OPIOŁA;863
STANICKI;863
STRUŚ;863
WAWSZCZAK;863
OSTAPCHUK;862
CIEPLIK;862
CZUPRYNIAK;862
EWERTOWSKI;862
HADRYŚ;862
JANKOWICZ;862
MIARA;862
NYGA;862
SIEJA;862
SOKÓLSKI;862
STOSIO;862
ŁAWECKA;861
SZARMACH;861
FURGAŁA;861
GRYKO;861
PŁOMIŃSKI;861
WALENDZIK;861
EWERTOWSKA;860
FAŁEK;860
GOŁUŃSKA;860
SIEMIANOWSKA;860
WYSZOMIERSKA;860
BAKALARSKI;860
FIGARSKI;860
STRAMA;860
WYROSTEK;860
DOLATOWSKA;859
KIELAN;859
NIKITINA;859
OŻAROWSKA;859
TROCKA;859
WIŃSKA;859
MANKIEWICZ;859
ROZUM;859
SŁUPEK;859
KAJZER;858
RDUCH;858
SZCZESNA;858
CHAMERA;858
LESZCZYK;858
SOKULSKI;858
WOLAN;858
OLEKSIEWICZ;857
SZARZYŃSKA;857
WASIŃSKA;857
BOCHEN;857
CEGLARZ;857
DRYWA;857
MASALSKI;857
RZUCIDŁO;857
SZELEST;857
TALAŚKA;857
TROSZCZYŃSKI;857
ZACZYK;857
DRĄŻKOWSKA;856
KOJ;856
KRZOS;856
MATCZUK;856
KAWULA;856
MAŁOTA;856
NAZAR;856
SIEŃKOWSKI;856
STRZYŻ;856
WIJATA;856
FIGARSKA;855
PILICHOWSKA;855
PRZYCHODZEŃ;855
BRAŃKA;854
JARCZYK;854
SOKÓLSKA;854
ŚMIETANKA;854
WIT;854
ZUBA;854
BUCZKO;854
NOWOTARSKI;854
SIARA;854
IVASHCHENKO;853
KLUCZEWSKA;853
MANOWSKA;853
BAJON;853
BOŚ;853
FILAS;853
IVANCHENKO;852
LINDNER;852
OKUNIEWSKA;852
POSŁUSZNA;852
BALAWENDER;852
BEREDA;852
BEREŚ;852
KONDEJ;852
NOWOTNY;852
OPOLSKI;852
SOŃTA;852
SZARZYŃSKI;852
SZYMULA;852
CHMURZYŃSKA;851
HOLOVKO;851
DYBAŚ;851
GAJDZIŃSKI;851
ZAWALSKI;851
KOZAKOWSKA;850
TROSZCZYŃSKA;850
BORUC;850
BZOWSKI;850
KIJANKA;849
OSTAPOWICZ;849
SIDORCZUK;849
SZCZECHOWICZ;849
GROCHOWINA;848
KORNECKI;848
RYSZKOWSKI;848
WITKIEWICZ;848
ZBLEWSKI;848
ZIEMBICKI;848
GRZEGORSKA;847
MADERA;847
JAROCH;847
KOZAKOWSKI;847
RZĄDKOWSKI;847
MACHALSKA;846
PALIGA;846
SZCZODROWSKA;846
GNATOWSKI;846
GOSPODARCZYK;846
HAN;846
JANOWIAK;846
KMAK;846
MACIOCHA;846
PARZYSZEK;846
MELNYCHENKO;845
MODRZYŃSKA;845
PYLYPCHUK;845
SACHARCZUK;845
CIASTOŃ;845
GRUDA;845
KRZEWSKI;845
KRZYSZTOFIAK;845
REJNIAK;845
WRĘCZYCKI;845
WYROBEK;844
NOGAL;844
POPIELARSKI;844
ROMANIAK;844
RUSZEL;844
BUCHOLC;843
BUCHWALD;843
GABRIEL;843
OWSIAK;843
THIEL;843
SZUREK;843
SZYCH;843
JANASZEK;842
NIESTRÓJ;842
CIELUCH;842
FIJAŁ;842
LAMPARSKI;842
PESTA;842
SZKODA;842
SZWAJA;842
ŁYCZKOWSKA;841
PRZEWŁOCKA;841
RYKACZEWSKA;841
GALICA;841
GRZEŚ;841
MUC;841
PAKOSZ;841
PAŁUCKI;841
RYCHERT;841
WITASZEK;841
GAJDZIK;840
KANCLERZ;840
LEJMAN;840
RZĄDKOWSKA;840
CHMARA;840
NAJMAN;840
WATRAS;840
DOMBEK;839
MOTYLEWSKA;839
WŁODARZ;839
BERNATOWICZ;839
FRĄCZKOWSKI;839
KRASICKI;839
SZYMANIK;839
ŚWIATŁOWSKI;839
KOŁACKA;838
SKIBNIEWSKA;838
CZERNIECKI;838
HOŁUBOWICZ;838
KURZAK;838
OLAK;838
ZMYŚLONY;838
BRUSKA;837
BURCZYŃSKA;837
PÓŁCHŁOPEK;837
PROKOPCHUK;837
STRUSKA;837
CISAK;837
DENISIUK;837
KARWOT;837
PYSZ;837
CHODKIEWICZ;836
FLISIKOWSKA;836
MICHNIAK;836
RUDOWSKA;836
DEPA;836
GORAL;836
GROŃSKI;836
GRZECH;836
KATARZYŃSKI;836
PAWLINA;836
BAKALARSKA;835
CHUDZICKA;835
MACHOŃ;835
OSUCHOWSKI;835
GRUSZCZYK;834
JERECZEK;834
ŁUBKOWSKI;834
PRZERWA;834
SAMUL;834
ZACHWIEJA;834
BIELEŃ;833
DURAK;833
FARYNA;833
ISLAM;833
KONOPSKI;833
ŁYCZAK;833
PASIUT;833
RAMOTOWSKI;833
WARYCH;833
JAŁOWIECKA;832
THOMAS;832
CHMURZYŃSKI;832
KORTAS;832
KOZIATEK;832
URYGA;832
KABZIŃSKA;831
MADAJ;831
ORLICKA;831
OSUCHOWSKA;831
ZAKHARCHUK;831
DĘBKOWSKI;831
JOP;831
KLUCZEK;831
KOŁOSOWSKI;831
KOZACZUK;831
LEVYTSKYI;831
MAKIEŁA;831
MIĘTKIEWICZ;831
PAŚNIK;831
PIŁKA;831
ŚWIĘTOŃ;831
BYSTRZYCKA;830
SIWA;830
BUSZ;830
ŁOJKO;830
STOJAK;830
TOPA;830
CHEŁMIŃSKA;829
OGRODOWSKA;829
PACZUSKA;829
GRZYMKOWSKI;829
KUZIA;829
NAROŻNY;829
PRÓCHNIAK;829
PRZEŹDZIECKI;829
ROMANOV;829
LIGAS;828
OMELCHENKO;828
WANIEK;828
CHMIELAK;828
GĄBKA;828
JAŃCZYK;828
KOPECKI;828
PABIS;828
RATKOWSKI;828
STAŚ;828
KOŁOSOWSKA;827
MUCHOWSKA;827
RYSZKOWSKA;827
STROIŃSKA;827
ZAWALSKA;827
ORLICKI;827
GAWORSKA;826
MAKARSKA;826
CHUDZICKI;826
MELON;826
MOTYLEWSKI;826
PAZERA;826
SROGA;826
STYPUŁA;826
BITNER;825
IVANIUK;825
KĄKOLEWSKA;825
SZULCZEWSKA;825
BARYLSKI;825
ŁYSAK;825
MYSZAK;825
ŚWIATŁOWSKA;824
YAREMCHUK;824
FRONC;824
GRALEWSKI;824
LUBERA;824
PUCHACZ;824
ROHDE;824
CHERNENKO;823
DERKOWSKA;823
ŁUBKOWSKA;823
FEDAK;823
ŁUKOWICZ;823
MORYS;823
RUPIŃSKI;823
STYPA;823
TERESZKIEWICZ;823
ZAGRODZKI;823
GOLON;822
RYLSKA;822
STOSIK;822
RZEWUSKA;821
SAMSON;821
DERKOWSKI;821
FURGAŁ;821
RYZNAR;821
ŚLEDZIŃSKI;821
BARANIECKA;820
DĄBSKA;820
DROZDA;820
SIEŃKOWSKA;820
STOBIECKA;820
DUK;820
DZIEKAŃSKI;820
SZELA;820
WARZYŃSKI;820
WIECH;820
DANECKA;819
MALEWICZ;819
GAPSKI;819
MAKARSKI;819
MARTYKA;819
PISZCZ;819
PODOBIŃSKI;819
SZTABA;819
CZERNIECKA;818
TYMOSHCHUK;818
WARZYŃSKA;818
BRUZDA;818
GLAPIAK;818
KAZANOWSKI;818
BUKOWIECKA;817
FRĄCZKOWSKA;817
KOPYCIŃSKA;817
LICHOŃ;817
RAMOTOWSKA;817
GRZEGORSKI;817
KONICKI;817
SIBIŃSKI;817
BUGLA;816
KLIMOWSKA;816
ZAGRODZKA;816
ZBLEWSKA;816
DULEWICZ;816
KOPA;816
PRAŁAT;816
PRZEWŁOCKI;816
SPRAWKA;816
ZASTAWNA;815
BOŁOZ;815
GARDOCKI;815
HORNIK;815
KLUCZEWSKI;815
MALCHER;815
MURACH;815
JANISZ;814
TOMASZCZYK;814
FRĄC;814
PACHUCKI;814
SMIRNOV;814
ZABŁOTNY;814
BZOWSKA;813
WRĘCZYCKA;813
BAZYDŁO;813
MICHALCZAK;813
PASIKOWSKI;813
SEKULSKI;813
TWORZYDŁO;813
GONET;812
MEDYŃSKA;812
OLSZOWA;812
AUGUSTOWSKI;812
DANIELSKI;812
GRABOWICZ;812
HONCHAROV;812
KAŃSKI;812
KOBZA;812
PATALAS;812
PRABUCKI;812
WOJACZEK;812
ZMARZŁY;812
GOŚCIŃSKA;811
KATARZYŃSKA;811
BAKA;811
DANECKI;811
GUZIAK;811
OCHNIO;811
POTACZEK;811
ZUBEL;811
RYCERZ;810
BURCZYŃSKI;810
KIEDROWICZ;810
KROWICKI;810
MOROŃ;810
RZESZOWSKI;810
WICHA;810
DANIELSKA;809
GNATOWSKA;809
HALAMA;809
KAŁUŻYŃSKA;809
ŚLEDZIŃSKA;809
ANDRZEJCZUK;809
BARANIECKI;809
GIEROŃ;809
GOLUS;809
GOŚCIŃSKI;809
KWINTA;809
ŁOPUSZYŃSKI;809
MALECKI;809
PAŚCIAK;809
PYDA;809
STOBIECKI;809
SZMURŁO;809
JAKUBASZEK;808
KAMIENIECKI;808
KLIMOWSKI;808
MEDYŃSKI;808
MUSIALSKI;808
DERĘGOWSKA;807
KRAMER;807
MAKULSKA;807
PINKOWSKA;807
RATKOWSKA;807
SEKULSKA;807
DYGA;807
DYK;807
MARCIŃCZYK;807
PANCERZ;807
PODKOWA;807
SZYMONIK;807
ZBROJA;807
ŻÓRAWSKI;807
BRZOSKOWSKA;806
PAPRZYCKA;806
SOLSKA;806
KUCZEWSKA;805
PASIKOWSKA;805
ZIEMKIEWICZ;805
BUKOWIECKI;805
CHRUŚCICKI;805
GAJOWNIK;805
ŁACNY;805
MACHALSKI;805
ŚWIERAD;805
WDOWCZYK;805
CACKOWSKA;804
CZOK;804
KAMIENIECKA;804
PARKITNA;804
PRZEŹDZIECKA;804
RADŁOWSKA;804
BRZOSKOWSKI;804
BYSTRZYCKI;804
CACKOWSKI;804
JANISZEK;804
KWASEK;804
MACIOROWSKI;804
PILICHOWSKI;804
WAWRZYCZEK;804
CHUMAK;803
NARKIEWICZ;803
PODOBIŃSKA;803
WOSZCZYNA;803
KAŁUCKI;803
PRĘDKI;803
MALECKA;802
KUKOWSKI;802
ŁAGODZIŃSKI;802
PAPROTNY;802
SKUTNIK;802
CZABAN;801
GRZYMKOWSKA;801
WIATRAK;801
KUROPATWA;801
MIESZAŁA;801
PIETRASIAK;801
TYLEK;801
KLECZKOWSKA;800
LEVCHUK;800
MYKHAILENKO;800
BORYSEWICZ;800
BULCZAK;800
GOLDA;800
KUNYSZ;800
KWAPIŃSKI;800
PAŁAC;800
SEMENOV;800
GRĄDZIEL;799
KAZANOWSKA;799
MINKIEWICZ;799
DURZYŃSKI;799
LEWKO;799
LORENS;799
WIADERNY;799
WOLFF;798
CIOS;798
KRYSIK;798
KURANT;798
OŚLIZŁO;798
ROZMIAREK;798
RÓZGA;798
JOHN;797
POLSKA;797
ŚMIAŁKOWSKA;797
BROCKI;797
DĄBSKI;797
DERĘGOWSKI;797
KOPCIUCH;797
SŁOMIANY;797
STANASZEK;797
ŚLIŻ;797
ZATOŃ;797
BARCZEWSKA;796
CABAŁA;796
JĘDRUCH;796
PRABUCKA;796
PYTLARZ;796
DRATWA;796
DZIAK;796
SKWIERAWSKI;796
SMUTEK;796
TUTKA;796
WIETECHA;796
KOŁACZEK;795
DOMERACKI;795
JAROSIEWICZ;795
KUBA;795
LATO;795
NARUSZEWICZ;795
NISKI;795
NOWEK;795
FRIEDRICH;794
KUKOWSKA;794
LANG;794
MASALSKA;794
SERHIIENKO;794
BROŚ;794
MATYKA;794
PRZYŁUCKI;794
RZEŹNICKI;794
SROMEK;794
NOWOWIEJSKA;793
RUPIŃSKA;793
STUPAK;793
BILYI;793
KANDZIORA;793
LEW;793
ROSŁON;793
WAŚNIOWSKI;793
WEJMAN;793
